session_id,client_id,product,grateful,ranting,expression,civil
fc3aaab8-92de-454e-bb0c-7dd0b2e6862b,21802232-78b9-44b1-8047-1e89338d7450,,,,,
fc3aaab8-92de-454e-bb0c-7dd0b2e6862b,33456742-0dee-4a00-98b4-4b175d7317be,Pizza,0,0,0,0
b347027f-6360-4f2e-b172-4bed46c20002,4bcc7d96-4de6-4a1c-a2bb-ba8d561c63a4,,,,,
b347027f-6360-4f2e-b172-4bed46c20002,31f3aa27-607b-49d2-a215-b6fd3d818ed9,Pizza,0,0,0,0
d6063db1-ee80-4ec7-a448-0431923f6f58,7dad62a4-17b7-4f45-9270-ff29c364808d,,,,,
d6063db1-ee80-4ec7-a448-0431923f6f58,ae1b5032-cc11-42c4-a049-5c71197a794a,Pizza,0,0,0,0
dd6536d8-ebbe-4272-b61c-cfcb5c50cdff,5778187e-d9db-443f-b57d-2458e0ea9955,,,,,
dd6536d8-ebbe-4272-b61c-cfcb5c50cdff,7940e964-0fee-41a4-b989-41e3ac064db1,Pizza,0,0,0,1
5b505999-03d8-43d2-9a9f-6281b7e70a9c,628a629d-4c6d-4087-bd62-5839c5ba21a6,,,,,
5b505999-03d8-43d2-9a9f-6281b7e70a9c,1f2c7c78-6841-4567-86f2-b3d4f1a0427f,Pizza,0,0,0,0
5b505999-03d8-43d2-9a9f-6281b7e70a9c,459336ea-9cbe-4816-8089-e294f3e6ed2e,Pizza,0,0,0,0
5b505999-03d8-43d2-9a9f-6281b7e70a9c,e08165a6-8134-4847-936e-3ba8a896d376,Pizza,0,0,0,0
5b505999-03d8-43d2-9a9f-6281b7e70a9c,49cc999d-2355-4ad6-9937-5f5bd0c05c07,Pizza,0,0,0,0
18a292b3-fd7d-4a34-99ea-a8db4dac11ce,37d0c5d4-5f54-4d0d-ab12-eeb40bfc39db,,,,,
18a292b3-fd7d-4a34-99ea-a8db4dac11ce,3304678f-d92c-4d14-b36a-6b5fcfb5af24,Pizza,0,0,0,0
18a292b3-fd7d-4a34-99ea-a8db4dac11ce,cf64570c-decf-40b5-b6a7-d706bb917f81,Pizza,0,0,0,0
18a292b3-fd7d-4a34-99ea-a8db4dac11ce,53b101ba-730b-4165-bc92-57fb74717762,Pizza,0,0,0,0
18a292b3-fd7d-4a34-99ea-a8db4dac11ce,5554671f-71ae-4831-9503-4a4b939b5dac,Pizza,0,0,0,1
18a292b3-fd7d-4a34-99ea-a8db4dac11ce,754aaeec-9984-4046-b4b8-5bbc6ddb699d,Pizza,0,0,0,1
0996e012-02a4-4b87-9751-3bd705b8ef6c,ab33bb0f-2fb6-4037-a60f-e9584e250861,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,bbc7b361-3405-4523-b1bb-b269fc6edb3c,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,01cadbbb-8dae-4397-a2d2-d3a6ab8cae75,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,78bc4170-57a5-41e9-9b7c-2a393bc30f58,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,000302b0-d84d-4218-b772-2f4e2ccfc30b,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,3293d98c-1a36-409c-9617-6c8347e653b1,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,1d5a9e60-e153-4dd3-946a-b7cbf7379754,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,7462dd0a-3e5e-4fea-85df-7806ffe4b296,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,a8a12dbd-2b55-415a-a8f5-d6ba06d38e03,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,c5073ff8-11fd-45cf-b461-aba29ae0d84e,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,00b36d36-50c7-49c1-9cb0-644744abc029,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,f8d3bc3f-1ad3-4bba-9e6e-385b5cd4ef5a,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,f4643f1d-543c-4f03-aa2c-2e05344959c1,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,02c63123-5d53-4911-aca0-50f696d49a64,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,67540c13-60d5-4b56-ada2-e6942812afb6,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,ebb65874-9cd5-42c6-97ee-932ba0edf9f9,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,bfe4ff9d-52d2-4b35-85d7-9c1d7e489638,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,cf78195b-1467-46cb-95ff-6582effe43ca,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,45c9bd65-dd8b-480f-8326-69aea87d303b,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,da9b0d22-e4b8-4896-804c-a9af7aa9ad3c,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,9c757919-c446-4c0e-b396-58ffa1c7ad8a,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,f6864b6a-a84e-40b5-939a-db6735b45371,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,0f92bcdd-d758-4e73-a575-805e31a99acc,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,f75a3dbf-3904-44fb-b0a3-ae2e28424421,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,5cc5da20-c33e-485f-8759-f0ad9ccf6635,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,e8d30786-1e6c-42b1-818d-a9374d639594,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,51326f02-7b16-40df-ad06-96738529dc91,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,ae342015-628a-4e32-b5d1-33b69d552de8,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,a0415671-8342-481f-a211-1a3777a7d21b,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,baa5b778-4bfa-4e1a-8124-734a6e06706a,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,2f87d364-03e2-48a0-bc20-a0f589f9b9fe,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,1888f10c-99aa-47a4-86aa-379b9efb8f67,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,ca5dce5f-aea0-4bb6-84ce-52edc9f5a2be,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,70c7aba0-b69e-4c3e-a6ae-6ad424576482,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,2d47222b-b1b6-46e5-9cff-f836ace5bbeb,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,d2b878d5-6b1d-4a97-b5df-0d80c5bf65b7,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,9129918a-9f80-4044-9c41-eadfcf570fd0,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,1286dce3-a0a2-4ff2-9eb7-36ebf7ba63e8,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,3658d9e6-ed45-4de1-b04f-977541032126,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,53da3e97-c69c-4a73-a509-ead77923acf5,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,7a9bd967-305d-47fb-a7a5-1f0dac86d715,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,66437143-d4de-4b6d-afdd-f2339b682f9b,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,97131de8-509e-4abb-b460-86802fbc7293,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,3f4e67da-28a3-4840-a680-89a6aca0ba8e,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,63f6ad1f-096d-44e7-9e24-e651e0906c09,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,a408caa1-9a5a-4827-b83a-70d7113fea30,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,56d2c147-69b5-46be-aeed-2d39d34ff35f,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,cb76d375-55d4-4798-8b5d-4e3b59986142,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,10b97106-8cad-4298-849f-190e6f609937,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,49495a25-93b0-448a-adc9-8a5a117503e9,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,b0263fe8-60b0-4ebe-aa11-1e21782e5d97,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,698c49f0-aeff-4822-9851-9452c77808c8,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,0ccc547e-79a6-4c89-b180-7d688cab1a53,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,c12cdf8d-819e-4992-8c75-fdc729ce09c8,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,ac4a0710-76b8-4e0a-89f8-575fb9bd6314,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,def388f7-a278-46b2-b89c-73220b5e4b13,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,f4eb0258-4be2-4e14-8ba8-b108f4e96900,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,bde3da2e-e399-4bbd-afaa-6a4d850f02c2,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,2763d25b-e8cd-408c-8b82-a16ea3e7b92d,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,5954528c-9e0e-4650-959f-3322f7b6d830,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,b2bc71a1-ba87-4e78-8b9d-1659e545baef,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,f5b0c4b9-071f-438b-8187-c504407ea705,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,befc23ec-6183-49d4-b22a-e9082841f9e1,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,ac48def0-142d-4ba5-b6f8-16e0b5a67bf3,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,a5abfd3e-8354-4e0a-a867-10b35c1e744a,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,381e544d-4801-440a-93fb-8ff91197854d,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,440a7f4d-b90b-4d69-b017-02ccb68da5b3,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,b68dcb00-0e72-44eb-8658-8c251f57169c,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,9fde95f2-98e2-4102-9591-40d2e4aafe62,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,7ad3818a-c0aa-4ac1-be41-4d720d77e5cf,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,e3ea7743-6a29-4af6-9f41-befba65933b5,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,0ac787ea-3812-4416-8df4-a21d47c0b269,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,f06a2079-3b2e-4746-b771-0f37cef6a291,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,79ac99af-c9a3-4ee2-91eb-88b4595f1c01,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,2939388f-9a4f-4c8e-a546-d0486355af62,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,b57650d6-37fa-4c49-a8bb-d456b75503e2,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,130ddd3d-1679-47ce-a15f-09b603938554,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,f9e75cbb-348f-4dee-a86d-2d513ae43ffe,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,72caf070-b5d8-4848-b941-7fc23b223359,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,c8ae54e3-0ab1-45c0-a7ee-f61b1f070c64,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,5290d835-baa4-4307-94bf-23a702e4259b,Pizza,0,0,0,
0996e012-02a4-4b87-9751-3bd705b8ef6c,749c38fa-d036-440a-aff5-f42eeeecf055,Pizza,0,0,0,
